Project,Package,Class,Smell,Description,File
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompletionResolverUtils,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CamelComponentAndPathUriInstance; CamelURIInstance; CamelUriElementInstance; PathParamURIInstance; CompletionResolverUtils; ParserXMLFileHelper; ReferenceUtils; CamelComponentURIInstance,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\completion\CompletionResolverUtils.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletTemplateIdCompletionProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\completion\KameletTemplateIdCompletionProvider.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\completion\PomCompletionProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,VSCodeTasksCompletionProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\completion\VSCodeTasksCompletionProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: COMPLETIONITEM_COMPARATOR; SIMPLIFIED_JSON,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\CamelCompletionForApisTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelEndpointOptionDuplicateTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\CamelEndpointOptionDuplicateTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelEndpointUriCompletionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\CamelEndpointUriCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelLanguageServerCompletionPositionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\CamelLanguageServerCompletionPositionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompleteIdOnDirectEndpointsTest.VMCompletionPre4X,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\CompleteIdOnDirectEndpointsTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompleteIdOnDirectEndpointsTest.VMCompletionPre4X,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\CompleteIdOnDirectEndpointsTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionprocessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineCompletionprocessor.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineInsertionProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineOptionNames,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: OPTION_NAMES_WITH_DESCRIPTION; COMPLETION_ITEMS; OPTION_NAME_TRAIT; OPTION_NAME_DEPENDENCY; OPTION_NAME_PROPERTY; OPTION_NAME_PROPERTY_FILE; OPTION_NAME_RESOURCE; OPTION_NAME_OPEN_API; OPTION_NAME_CONFIG; DESCRIPTION_SINCE_COMMUNITY_1_5_PROD_1_4,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineOptionNames.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineInsertionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest.EmptyFileTest,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineInsertionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest.EmptyFileTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineInsertionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest.FileWithCommentsTest,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineInsertionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest.FileWithCommentsTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineInsertionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest.XMLTest,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineInsertionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest.XMLTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineInsertionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest.YAMLTest,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\modeline\CamelKModelineInsertionTest.java
